sentence,睿智,狂野,活力,佛系,浪漫,善良,幽默
不是不是，因為其實大部分都是呃…因為我們的對手是那種，因為耳機品牌太多了，那如果我們要做得好，我們的對手就會是SONY那種很強的國際大廠,12,6,11,6,6,9,8
我們不能做得比他們差，所以其實我的要求…沒有到我的要求我會先勸說希望他們花多一點時間在這上面，阿如果不行的話我就會直接換人,12,6,11,6,6,9,8
全部全部 從頭到尾,12,6,11,6,6,9,8
對從研發、從生弦設計，然後到生產製造品管客服，全部一手包辦,12,6,11,6,6,9,8
我們現在學校已經有兩間辦公室了,12,6,11,6,6,9,8
對學校裡面的辦公室,12,6,11,6,6,9,8
因為其實我們是學校負責的團隊，學校跟我們有很多的合作，對然後其實現在有那個成大校園管弦，你知道嗎？等一下會打廣告啦，你應該是不知道沒關係∼,12,6,11,6,6,9,8
但比方說…好我回去罵我們的行銷XD,12,6,11,6,6,9,8
怎麼可以有人不知道,12,6,11,6,6,9,8
好啦就是我希望我們現在管弦是專屬成大學生的耳機，所以所有的設計圖都是從成大學生設計的,12,6,11,6,6,9,8
對對對，你有看到徵稿的，那你有看到投票的嗎？好我回去罵我們的行銷,12,6,11,6,6,9,8
已經開始投了，我們投今天第三天了，現在已經七八百人投票了,12,6,11,6,6,9,8
等一下會讓你們投，因為我們跟他們團隊有合作,12,6,11,6,6,9,8
然後其實那時候也是學校跟我們說他們要跟我們訂一批耳機拿來當紀念品，然後我們想說好那，因為我們工廠那邊一次做要做一千隻,12,6,11,6,6,9,8
所以學校不可能一次跟我們訂一千隻，我們想說剩下的就拿來賣，所以我才在學校裡面在行銷，所以我們跟學校其實有很多的合作，然後學校也給我很多錢,12,6,11,6,6,9,8
它給我們很多錢,12,6,11,6,6,9,8
我們大三就開始做了，做到現在，還不錯啊　你呢對於未來有甚麼想做的事情嗎,12,6,11,6,6,9,8
不會覺得很無聊嗎　超無聊,12,6,11,6,6,9,8
我覺得如果對自己有信心的話公務員甚麼時候考都可以啊　23歲、25歲、26歲、28歲　我覺得啦,12,6,11,6,6,9,8
對阿所以我才　我自己覺得啦就是從22歲畢業，然後我可以先衝個一年兩年…,12,6,11,6,6,9,8
給自己一個機會去衝自己想做的事,12,6,11,6,6,9,8
對對對　阿不喜歡的話再去考公務員阿，畢竟我覺得，以我們成大的程度來說公務員很好考,12,6,11,6,6,9,8
看甚麼科、甚麼類別，然後看是高考還是普考，普考的話像我自己是想去考土木類產,12,6,11,6,6,9,8
那其實我跟有些老師聊過之後，我自己覺得，給我兩個月我就可以考到土木類的普考，我就會考上，因為其實沒有很難考啦,12,6,11,6,6,9,8
像你們應該是考行政類，那種可能就比較難一點,12,6,11,6,6,9,8
對，我們這個其實很簡單啊，就是你有唸書就會上,12,6,11,6,6,9,8
那我就知道你是甚麼系了呵呵呵,12,6,11,6,6,9,8
真的假的,12,6,11,6,6,9,8
為甚麼阿,12,6,11,6,6,9,8
我知道你們AInimal的團隊都是企管系的,12,6,11,6,6,9,8
大家認識大家認識,12,6,11,6,6,9,8
因為其實聽說剛開始女生報名的很少,12,6,11,6,6,9,8
哦好啊∼你好這是我的名片,12,6,11,6,6,9,8
哦對不好意思,12,6,11,6,6,9,8
剛剛沒有抓到,12,6,11,6,6,9,8
嗨你好,12,6,11,6,6,9,8
好啊好啊我是溫馴的狗,12,6,11,6,6,9,8
你有甚麼興趣嗎,12,6,11,6,6,9,8
素描？,12,6,11,6,6,9,8
你很會畫畫,12,6,11,6,6,9,8
蠻厲害的呵呵,12,6,11,6,6,9,8
打籃球,12,6,11,6,6,9,8
是系隊？,12,6,11,6,6,9,8
ｗｏｗ∼,12,6,11,6,6,9,8
呵呵∼,12,6,11,6,6,9,8
嗯嗯∼,12,6,11,6,6,9,8
我喜歡音樂,12,6,11,6,6,9,8
我喜歡聽音樂或者是玩音樂,12,6,11,6,6,9,8
吉他還有一點鋼琴,12,6,11,6,6,9,8
大學開始學的,12,6,11,6,6,9,8
沒有就自己學,12,6,11,6,6,9,8
蠻好玩的阿看ＹＯＵＴＵＢＥ自己學,12,6,11,6,6,9,8
所以沒有學到很好啊,12,6,11,6,6,9,8
就是可以簡單自彈自唱,12,6,11,6,6,9,8
我喜歡唱歌,12,6,11,6,6,9,8
溫馴的狗嗎,12,6,11,6,6,9,8
我覺得我算溫馴然後嗯…也想不到甚麼其他動物，所以就叫溫馴的狗,12,6,11,6,6,9,8
很ㄎㄧㄤ是甚麼意思啊　你說天然呆嗎還是,12,6,11,6,6,9,8
呵呵呵呵,12,6,11,6,6,9,8
呵呵呵呵，希望有這個機會啊,12,6,11,6,6,9,8
你要不要講一個笑話,12,6,11,6,6,9,8
來來來來來∼呵呵,12,6,11,6,6,9,8
沒關係來∼,12,6,11,6,6,9,8
有，你說鄧小平嗎,12,6,11,6,6,9,8
你說鄧小平嗎,12,6,11,6,6,9,8
甚麼最會抓老鼠的就是好貓,12,6,11,6,6,9,8
嗯,12,6,11,6,6,9,8
嗯,12,6,11,6,6,9,8
真的不知道,12,6,11,6,6,9,8
我想一下喔,12,6,11,6,6,9,8
跟那黑貓說甚麼,12,6,11,6,6,9,8
嗯…不知道,12,6,11,6,6,9,8
謝謝謝謝（拍手）,12,6,11,6,6,9,8
大概知道你是哪一種人了,12,6,11,6,6,9,8
嗯嗯∼ＲＵＮＮＩＮＧ　ＭＡＮ那種嘛,12,6,11,6,6,9,8
嗯∼,12,6,11,6,6,9,8
所以我覺得你是不是那種會滑臉書看一個影片，然後就會一直滑滑滑滑，滑好幾個小時的那種,12,6,11,6,6,9,8
呵呵呵呵∼,12,6,11,6,6,9,8
太開心了吧,12,6,11,6,6,9,8
你有甚麼壓力嗎，就是你的生活中有甚麼壓力嗎,12,6,11,6,6,9,8
有甚麼壓力　我想聽聽看你有甚麼壓力,12,6,11,6,6,9,8
這樣就沒什麼壓力阿，你是個幸福的人，你應該是…,12,6,11,6,6,9,8
你應該是幸福的恐龍,12,6,11,6,6,9,8
很樂觀,12,6,11,6,6,9,8
太開心了吧,12,6,11,6,6,9,8
你很少跟人家拚比甚麼的嗎,12,6,11,6,6,9,8
就都沒差？,12,6,11,6,6,9,8
那你會對自己的未來擔憂嗎,12,6,11,6,6,9,8
你是學理工科還是學…,12,6,11,6,6,9,8
文組的，那你會為自己的未來擔憂嗎,12,6,11,6,6,9,8
沒什麼前途？,12,6,11,6,6,9,8
你說錢是ｍｏｎｅｙ那個錢嗎,12,6,11,6,6,9,8
就是比較甚麼都學這樣子,12,6,11,6,6,9,8
我知道你是甚麼系了,12,6,11,6,6,9,8
這邊應該很多這個系的吧,12,6,11,6,6,9,8
可是你有看到１１１１或是１０４人力銀行裡面，你們那個系的畢業薪資是５萬起跳嗎,12,6,11,6,6,9,8
我一直很好奇欸,12,6,11,6,6,9,8
因為我們系，我們是理工科系，然後也算是蠻前面的理工科系，可是我們系一丟上去，跟你們系一丟上去，我們的薪水比你們少３０００還是５０００欸,12,6,11,6,6,9,8
對阿,12,6,11,6,6,9,8
不準喔？,12,6,11,6,6,9,8
你們系一般畢業之後起薪多少,12,6,11,6,6,9,8
三萬喔,12,6,11,6,6,9,8
沒有關係,12,6,11,6,6,9,8
反正你也開心哈哈哈,12,6,11,6,6,9,8
開心就好了，太爽了啦,12,6,11,6,6,9,8
我煩惱超級多的，爆炸多的,12,6,11,6,6,9,8
不是不是，因為我現在在創業,12,6,11,6,6,9,8
然後所以我很多的煩惱就是例如說我現在錢不夠了，我要怎麼辦　然後我下個月要開始發薪水了，我要怎麼辦　然後我的ｓｃｈｅｄｕｌｅ…呃你知道ｈｅａｒｔｃｒａｆｔ嗎,12,6,11,6,6,9,8
賣耳機的，在學校裡面的,12,6,11,6,6,9,8
就是我,12,6,11,6,6,9,8
就我弄的，然後，哇其實蠻多人知道的欸,12,6,11,6,6,9,8
對就是我們在11/9，學校要我們送一隻給校長，就是還沒開賣前就要送給校長,12,6,11,6,6,9,8
然後校長會來，然後我要跟校長面對面，然後跟校長介紹這款耳機，就是壓力其實很大,12,6,11,6,6,9,8
因為其實工廠那邊，因為我要一直催工廠嘛，然後工廠又很機車,12,6,11,6,6,9,8
工廠都是沒水準的，就是沒水準，他們都不會遵守承諾，他說這個時間要給你，就要再加個５天,12,6,11,6,6,9,8
然後他們那時候給我壓力，其實10/27我就要拿到東西，問題是到現在了都還沒…,12,6,11,6,6,9,8
都還沒拿到東西，所以基本上其實蠻完蛋的,12,6,11,6,6,9,8
然後就很緊張啊，不知道來不來得及，來不及的話我覺得就很煩，對阿,12,6,11,6,6,9,8
才沒那麼幸福勒,12,6,11,6,6,9,8
你不會有甚麼其他的興趣嗎,12,6,11,6,6,9,8
就是有興趣但是還沒有踏入那個領域，譬如說做菜阿,12,6,11,6,6,9,8
阿音樂勒,12,6,11,6,6,9,8
鋼琴,12,6,11,6,6,9,8
因為小時候，其實爸媽都會希望我們去,12,6,11,6,6,9,8
不過大學我自己去學鋼琴就不是那種感覺,12,6,11,6,6,9,8
就是我想談流行歌就彈流行歌，爽∼,12,6,11,6,6,9,8
對阿就是自己學得很開心,12,6,11,6,6,9,8
嗯∼,12,6,11,6,6,9,8
吉他兩三個禮拜就可以彈一首歌了，然後兩個月就可以，大部分的譜都可以彈了,12,6,11,6,6,9,8
不要那種太奇怪的和弦其實都可以彈，吉他我還蠻推薦的，而且像我自己學吉他，學完之後烏克麗麗也會了,12,6,11,6,6,9,8
然後甚麼電吉他也可以稍微玩一下,12,6,11,6,6,9,8
就是可以玩比較多樂器，我覺得ＣＰ值蠻高的，我覺得它是ＣＰ值非常非常高的一個樂器，它不像鋼琴，要可以彈一首歌可能要一個月、兩個月,12,6,11,6,6,9,8
阿吉他可能就是，而且像鋼琴一首可能就要一個月兩個月,12,6,11,6,6,9,8
不是說我翻到甚麼譜然後我就可以瞬間把他彈得很好,12,6,11,6,6,9,8
可是其實吉他就是，你任何譜拿過來，其實對我來說都是一樣的，就是馬上就可以彈，因為就是和弦,12,6,11,6,6,9,8
其實流行鋼琴也可以去試試看，因為你有基礎,12,6,11,6,6,9,8
去學流行鋼琴，整個鋼琴上面的ＤＯ　ＭＩ　ＳＯ你都可以隨便按，都可以聽，可以去玩玩看∼網路上有一些教學,12,6,11,6,6,9,8
沒關係啊你喜歡聽音樂也可以，這樣就可以支持我們了呵呵呵呵,12,6,11,6,6,9,8
對對對對,12,6,11,6,6,9,8
有阿,12,6,11,6,6,9,8
我有一個弟弟,12,6,11,6,6,9,8
然後他長得跟我一模一樣,12,6,11,6,6,9,8
我們是雙胞胎,12,6,11,6,6,9,8
而且我們，因為我們是同一個學校,12,6,11,6,6,9,8
不同系…,12,6,11,6,6,9,8
有時間再跟你講，很多很好笑,12,6,11,6,6,9,8
嗨 ㄟ 我是……憂鬱的竹鼠,13,7,9,13,9,13,10
最近有一個很……你知道竹鼠是什麼嗎？就是一種滿大隻的老鼠,13,7,9,13,9,13,10
比天竺鼠還要大隻，就是……差不多這麼大吧,13,7,9,13,9,13,10
沒有算可愛，呵呵，因為他最近很常就是有人專門養他，然後想辦法去把竹鼠吃掉,13,7,9,13,9,13,10
呵呵，就是，例如他就找很多理由，中暑的啦，內傷得憂鬱症,13,7,9,13,9,13,10
因為他是養那種大量生產那種，所以每一集就找一個理由把竹鼠吃掉,13,7,9,13,9,13,10
然後他最近就很紅，很紅就覺得很好笑,13,7,9,13,9,13,10
所以我就叫憂鬱的竹鼠,13,7,9,13,9,13,10
阿你為什麼叫……？,13,7,9,13,9,13,10
喔我也超愛睡覺,13,7,9,13,9,13,10
ok我也滿喜歡睡覺的,13,7,9,13,9,13,10
愛睡覺是可以，但是都起不來,13,7,9,13,9,13,10
所以……你是有排課沒有上課過嗎？,13,7,9,13,9,13,10
o…ok,13,7,9,13,9,13,10
所以你知道老師長什麼樣子嗎？,13,7,9,13,9,13,10
我都沒有排早上的課，我現在學分超少,13,7,9,13,9,13,10
ㄜ……不緊張，現在……,13,7,9,13,9,13,10
對啊，反正大四也很少學分，反正就低修啊，因為現在不是最低可以10學分嗎,13,7,9,13,9,13,10
然後我就去，ㄟ！好像沒有什麼重要的課，然後我就全部排下午,13,7,9,13,9,13,10
我本來想排全部在同一天的,13,7,9,13,9,13,10
對……對，可是這樣很不值得，你都在外面租房子了，你一個月只住四天可是你要付幾千塊,13,7,9,13,9,13,10
可是……可是這樣感覺對朋友有點不好意思,13,7,9,13,9,13,10
而且還要準備唸書，不行,13,7,9,13,9,13,10
現在來變訴苦大會,13,7,9,13,9,13,10
興趣喔，就打球啊，而且ㄟ，還滿喜歡攝影的，就是自己有單眼，然後就會出去拍照,13,7,9,13,9,13,10
看你的很會……我是不到……看你的很會是怎樣啊,13,7,9,13,9,13,10
不是，是沒有到會接洽那種case的，只是我會拍完自己回去要後製的那種,13,7,9,13,9,13,10
就是不是在手機……沒有沒有,13,7,9,13,9,13,10
然後之前流舞社找我去拍他們宣傳片,13,7,9,13,9,13,10
不是，是這學期出的那個,13,7,9,13,9,13,10
對啊對啊，有很多部其中一部是我拍的,13,7,9,13,9,13,10
沒有，我就拍完之後，然後我就回家修，然後我室友就跑進來，然後說哇你怎麼那麼……,13,7,9,13,9,13,10
對對！我剛好還拍G組的,13,7,9,13,9,13,10
然後我就被嘴到你知道……對啊,13,7,9,13,9,13,10
真的！這樣講會太開……那你有什麼興趣？,13,7,9,13,9,13,10
除了睡覺以外,13,7,9,13,9,13,10
什麼電影？,13,7,9,13,9,13,10
喔~~~,13,7,9,13,9,13,10
欸那個我知道,13,7,9,13,9,13,10
可是那不是老片的劇情嗎,13,7,9,13,9,13,10
呵呵呵 講完就不推,13,7,9,13,9,13,10
他是續集？,13,7,9,13,9,13,10
喔所以他不是續集，我一直以為他是續集,13,7,9,13,9,13,10
我最近有去看猛毒,13,7,9,13,9,13,10
覺得算滿……,13,7,9,13,9,13,10
蛤什麼？推嗎？,13,7,9,13,9,13,10
我覺得就看你要看打鬥的話，我就還滿推的，然後我覺得猛毒這個腳色就是滿有他自己的……我覺得他塑造的很成功，可是劇情滿沒有邏輯的，就看你,13,7,9,13,9,13,10
如果你要看爽片就是,13,7,9,13,9,13,10
對,13,7,9,13,9,13,10
我覺得要在那種英雄片找不是爽片也還滿難的,13,7,9,13,9,13,10
對啊,13,7,9,13,9,13,10
對啊 不然就是自己在家裡看爽片,13,7,9,13,9,13,10
而且有時候也會看動畫,13,7,9,13,9,13,10
對啊,13,7,9,13,9,13,10
對啊，因為其實看動畫就不用像那種電影一樣，電影不都一次兩小時嗎？你就看一看之後想 幹我今天又沒讀書了 到底在幹嘛,13,7,9,13,9,13,10
可是你動畫只要看20分鐘就好了,13,7,9,13,9,13,10
我最近有看進擊的巨人,13,7,9,13,9,13,10
那個從高中紅到現在,13,7,9,13,9,13,10
喔 如果你有想看一個 就還滿血腥的 你就看,13,7,9,13,9,13,10
因為 動畫大部分多數都是那種打架場面 可是這部就是滿顛覆的 好像叫做歌布林殺手,13,7,9,13,9,13,10
就是滿……,13,7,9,13,9,13,10
對，滿血腥的,13,7,9,13,9,13,10
電影的話 最近我沒在看什麼 而且我都看……因為看電影就是看那種放輕鬆 所以我都看那種爽片,13,7,9,13,9,13,10
因為我覺得 看電影如果還要去思考 我就覺得好……,13,7,9,13,9,13,10
喔有時候會看啦,13,7,9,13,9,13,10
大娛樂家，我最近看的是白日夢冒險王,13,7,9,13,9,13,10
還有高年級實習生，最近電視一直在重播,13,7,9,13,9,13,10
你最近……你有在學校跑什麼活動嗎,13,7,9,13,9,13,10
喔 你說那種好幾個系一起辦的,13,7,9,13,9,13,10
喔~我以前有跑過友會,13,7,9,13,9,13,10
現在大四就沒在跑啦,13,7,9,13,9,13,10
你就覺得 哇 ,13,7,9,13,9,13,10
不是 與世隔絕 我現在到大四就是覺得 你連系上大一都不認識了,13,7,9,13,9,13,10
每次從系館走出來 你就覺得 他們是我們系的嗎？,13,7,9,13,9,13,10
就會產生這樣的疑問,13,7,9,13,9,13,10
喔對啊 因為我們系的系k就在系館的地下 所以就可以直接走進去到地下,13,7,9,13,9,13,10
幾乎就一整天在那 大四真的完全沒有活動 所以以前跑活動都還有大四在跑活動 我就覺得好厲害,13,7,9,13,9,13,10
喔對阿 而且我以前也是你剛剛說那幾個友會其中一個,13,7,9,13,9,13,10
現在大一大二都沒有認識的去好尷尬,13,7,9,13,9,13,10
喔對啊 ,13,7,9,13,9,13,10
欸我真的超不會喝酒的,13,7,9,13,9,13,10
這……這麼厲害 我記得大一的時候 我去那種系隊隊聚 我喝兩杯就不行了,13,7,9,13,9,13,10
對不起,13,7,9,13,9,13,10
對,13,7,9,13,9,13,10
欸……很多,13,7,9,13,9,13,10
就是……你酒量是真的好到？,13,7,9,13,9,13,10
可以到自豪那種,13,7,9,13,9,13,10
你好像真的有點厲害,13,7,9,13,9,13,10
我就會覺得會喝酒真的是 一件很了不起的事,13,7,9,13,9,13,10
六年級是合法的嗎？,13,7,9,13,9,13,10
你是要當調酒師那種嗎？,13,7,9,13,9,13,10
哈哈哈,13,7,9,13,9,13,10
我覺得好厲害 所以你有去調酒社那種？,13,7,9,13,9,13,10
就是自己買來喝爽的？,13,7,9,13,9,13,10
我也是以前都跑友會 我以前從大一跑到大三,13,7,9,13,9,13,10
系上喔……,13,7,9,13,9,13,10
所以你也是跑很多友會的,13,7,9,13,9,13,10
講一下啊,13,7,9,13,9,13,10
對啊 反正就這活動 因為我之前就來參加過一次,13,7,9,13,9,13,10
他們來找我去debug 因為他們有需要這活動的 那叫什麼 那種職業全名叫什麼 演練嗎 還是什麼 我也忘記了 籌會什麼 反正就是幫他們debug,13,7,9,13,9,13,10
然後今天就是他們找我來的,13,7,9,13,9,13,10
沒有我來兩次而已 這第二次 上次就來幫他們測試遊戲,13,7,9,13,9,13,10
是喔 你是看到那個網站自己報的嗎？,13,7,9,13,9,13,10
哪一位,13,7,9,13,9,13,10
喔~~感覺還不錯耶 就是至少活動可以……,13,7,9,13,9,13,10
我記得好像有 不是有一個叫七日戀人嗎,13,7,9,13,9,13,10
好沒關係,13,7,9,13,9,13,10
可是你不是有跑過……至少你有跑友會啊,13,7,9,13,9,13,10
所以你有參加過之夜那種的嗎,13,7,9,13,9,13,10
很累嗎,13,7,9,13,9,13,10
你做的是幕後那種的嗎？,13,7,9,13,9,13,10
幕後的很輕鬆可是……,13,7,9,13,9,13,10
對,13,7,9,13,9,13,10
就是組帶說 ㄟ工作分下去,13,7,9,13,9,13,10
什麼時候要做玩就好了,13,7,9,13,9,13,10
以前在跑幕前的時候 如果就是約練到快累死 之後還去當,13,7,9,13,9,13,10
對對對 就是幹部,13,7,9,13,9,13,10
因為我就是不想當組帶每天練到半夜我才接幹部的,13,7,9,13,9,13,10
我就覺得好 幸好終於不用 可是你知道幹部就是你每次看到約練 你就來了 你是不是要請客一下 你就去了 然後我又跑去小上海買東西又回去,13,7,9,13,9,13,10
我都是自己出錢的 組帶說等一下我墊給你錢 可是都沒有給我錢 ,13,7,9,13,9,13,10
我記得有一次是 好像是小上海老闆娘說 你買這麼多我給你一個紙箱吧,13,7,9,13,9,13,10
對啊 我就開舞分一下 然後主持 ,13,7,9,13,9,13,10
我叫憂鬱的竹鼠 叫竹鼠是因為 最近有就是 很紅的影片 就是 有人會去抓竹鼠來吃 然後他是每一集都會找一個理由來吃竹鼠 然後我覺得很好笑 所以就叫憂鬱的竹鼠,13,7,9,13,9,13,10
因為他有一集是說 他看到有一隻竹鼠 他得了憂鬱症 然後說 他這樣活不久 不如就把他吃掉囉,13,7,9,13,9,13,10
那你為什麼叫驕傲的獅子,13,7,9,13,9,13,10
蛤？,13,7,9,13,9,13,10
抱歉我剛才又忘記了,13,7,9,13,9,13,10
喔~,13,7,9,13,9,13,10
喔所以你會看星座,13,7,9,13,9,13,10
喔所以你為什麼會想來參加這個活動,13,7,9,13,9,13,10
喔喔所以你也是被叫來的,13,7,9,13,9,13,10
OK 看來大家都是跟主辦方有點認識這樣,13,7,9,13,9,13,10
啊你有什麼興趣,13,7,9,13,9,13,10
喔你會跳舞喔 跳哪一種,13,7,9,13,9,13,10
國標？好厲害 所以你會去表演什麼的嗎,13,7,9,13,9,13,10
是從小就開始跳嗎 還是？,13,7,9,13,9,13,10
所以你是跳很久了,13,7,9,13,9,13,10
你是跳很久了嗎？,13,7,9,13,9,13,10
感覺好厲害 那感覺好像要身體輕盈,13,7,9,13,9,13,10
我是喜歡攝影 就是有時候會出去拍拍照啊 然後拍拍風景啊,13,7,9,13,9,13,10
他好像說不能說系 ,13,7,9,13,9,13,10
不可以講嗎 應該可以 好像 我是企管系的,13,7,9,13,9,13,10
因為我也是被叫來的,13,7,9,13,9,13,10
喔交管的 看來大家都是管院的,13,7,9,13,9,13,10
而且他之前就有來找我參加過一次了,13,7,9,13,9,13,10
上次就是來幫他們 ㄟ 他們在錄音 不要讓他們聽到 好算了 不要講比較好 就是 這活動很棒 真的啦 哈哈,13,7,9,13,9,13,10
就是 至少可以來參加一些活動 你有跑什麼活動嗎？,13,7,9,13,9,13,10
所以就是專心唸書這樣,13,7,9,13,9,13,10
好厲害喔,13,7,9,13,9,13,10
不會啊 就我覺得 那種能盡下心來唸書真的很厲害,13,7,9,13,9,13,10
是不擅長還是懶得交際,13,7,9,13,9,13,10
ok,13,7,9,13,9,13,10
所以來參加這個是因為別人拜託來的,13,7,9,13,9,13,10
啊你剛剛跟誰聊,13,7,9,13,9,13,10
喔也是企管喔,13,7,9,13,9,13,10
喔喔 我大概知道 他有跟你說些什麼嗎,13,7,9,13,9,13,10
喔 你本來就認識他,13,7,9,13,9,13,10
呵呵,13,7,9,13,9,13,10
所以有國標課？,13,7,9,13,9,13,10
喔~我覺得會跳國標真的很厲害 感覺從小就開始跳 感覺很厲害,13,7,9,13,9,13,10
可是你至少後來還是有學,13,7,9,13,9,13,10
那至少是你一個興趣,13,7,9,13,9,13,10
所以你都沒跑活動就只跑社團？,13,7,9,13,9,13,10
我現在也是什麼活動都沒跑 因為就是感覺要開始準備認真唸書了 ,13,7,9,13,9,13,10
感覺以前好像玩太兇了這樣,13,7,9,13,9,13,10
我就跑營隊啊、友會啊,13,7,9,13,9,13,10
蛤,13,7,9,13,9,13,10
我覺得還不錯啊 至少實務經驗 喔還有跑攝影的營隊 就是至少你可以知道怎麼去拍照或攝影 我覺得還不錯啊  就是至少以後你可以幫別人拍照 就是可以拍出有質感的照片 就是不是只是拿手機拍而已,13,7,9,13,9,13,10
沒關係啊 反正出去玩有人會幫你拍 那就可以啊,13,7,9,13,9,13,10
而且我後來才發現拍照是一件滿難的事 不只要拍照 還要自己回去後製什麼的 我就會覺得 感覺好累,13,7,9,13,9,13,10
蛤？,13,7,9,13,9,13,10
沒有欸 像我剛聊的那個我就不認識,13,7,9,13,9,13,10
感覺很多都是被找來的,13,7,9,13,9,13,10
系上真的沒什麼事情 就是課業不是很重 所以你要想辦法找事來做 只是不一定要跑活動 也可以自己去外面進修或實習 所以就是你要想辦法自己找事做,13,7,9,13,9,13,10
就是沒什麼活動 系上沒什麼資源可以讓你使用,13,7,9,13,9,13,10
那交管呢？,13,7,9,13,9,13,10
有些不是要學統計嗎,13,7,9,13,9,13,10
感覺比較像偏數理那方面的,13,7,9,13,9,13,10
那你這樣課業重 還能參加社團什麼的,13,7,9,13,9,13,10
啊你現在住學校還是住外面,13,7,9,13,9,13,10
所以你現在是住宿舍嗎,13,7,9,13,9,13,10
以前住宿舍都會覺得宿舍好擠 現在住宿舍都會覺得住宿舍好便宜,13,7,9,13,9,13,10
他其實不只吃竹鼠 他還會吃別的東西 像是吃鴨 因為他說他養的鴨都會往外面跑 被其他鴨子帶壞 所以他不能放任這樣 他就把他煮來吃,13,7,9,13,9,13,10
或是你吃太多飼料這樣不行 虧他真的滿厲害的 他就是有系統那樣 一箱一箱養來吃,13,7,9,13,9,13,10
其實看不太出來 不過竹鼠差不多那麼大一隻 比較有點像那種 小鴨那種感覺 所以你就會看到他跟大家介紹丸竹鼠 然後就把他吃掉,13,7,9,13,9,13,10
對啊 可是 他就有點把他當作養雞養鴨那種 所以就是沒辦法,13,7,9,13,9,13,10
這是可以講的嗎,13,7,9,13,9,13,10
我現在大四 那你呢,13,7,9,13,9,13,10
大三喔 我大三也是跑很多活動 然後大四就完全沒有 大四箴的就是開始跟系上完全沒有任何連結 就是你知道 大一有學弟學妹在系館你也不知道他們,13,7,9,13,9,13,10
對啊 你就會覺得說 因為帶他們都已經是大二的事了 你就會覺得 哇 我真的跟系上脫節了 就是你也不會去跑活動 你也覺得好累,13,7,9,13,9,13,10
我以前也跑很多活動 像是社團也好 現在要我參加社團我也會覺得好累,13,7,9,13,9,13,10
喔~國標有自己的社團事喔,13,7,9,13,9,13,10
可是學校不是都要抽教室嗎,13,7,9,13,9,13,10
是你們社團老師還是外面找來的,13,7,9,13,9,13,10
喔~自己來帶這樣,13,7,9,13,9,13,10
我是憂鬱的竹鼠,13,7,9,13,9,13,10
叫竹鼠的原因是因為,13,7,9,13,9,13,10
有一個很紅的就是一系列影片就是有人在養竹鼠,13,7,9,13,9,13,10
很大隻的老鼠,13,7,9,13,9,13,10
就是比一般的老鼠大,13,7,9,13,9,13,10
差不多這麼大,13,7,9,13,9,13,10
對,13,7,9,13,9,13,10
差不多那麼大,13,7,9,13,9,13,10
就有點像養雞場那種養殖方式,13,7,9,13,9,13,10
他們每一集都會找一個理由把竹鼠吃掉,13,7,9,13,9,13,10
然後有一集他說這竹鼠得憂鬱症了,13,7,9,13,9,13,10
他活不久了就只能把他煮來吃了,13,7,9,13,9,13,10
所以我就把他叫憂鬱的竹鼠,13,7,9,13,9,13,10
對,13,7,9,13,9,13,10
你說小熊軟糖的小熊嗎,13,7,9,13,9,13,10
ok,13,7,9,13,9,13,10
好,13,7,9,13,9,13,10
你有什麼興趣嗎,13,7,9,13,9,13,10
你會彈吉他哦,13,7,9,13,9,13,10
感覺很厲害欸,13,7,9,13,9,13,10
喔,13,7,9,13,9,13,10
喔,13,7,9,13,9,13,10
我以前有學過鋼琴,13,7,9,13,9,13,10
不過那是國小的時候,13,7,9,13,9,13,10
現在都已經忘記了,13,7,9,13,9,13,10
對我也是不想去上,13,7,9,13,9,13,10
對啊我也是上到六年級就沒有在上,13,7,9,13,9,13,10
對,13,7,9,13,9,13,10
對啊,13,7,9,13,9,13,10
那個真的很累,13,7,9,13,9,13,10
而且就是會一直彈錯,13,7,9,13,9,13,10
什麼證照,13,7,9,13,9,13,10
國小有去參加什麼初級檢定,13,7,9,13,9,13,10
可是我後來忘記我有沒有過,13,7,9,13,9,13,10
因為那是很久遠以前的事,13,7,9,13,9,13,10
是哦,13,7,9,13,9,13,10
啊現在就是興趣變攝影拍照,13,7,9,13,9,13,10
現在興趣變攝影,13,7,9,13,9,13,10
就有參加過那種攝影社團,13,7,9,13,9,13,10
對啊,13,7,9,13,9,13,10
嘖,13,7,9,13,9,13,10
可是因為你想他只有五天的時間,13,7,9,13,9,13,10
他要把你從不會教到會,13,7,9,13,9,13,10
他也只能教你很基本的,13,7,9,13,9,13,10
沒有我是去當工人的,13,7,9,13,9,13,10
因為我自己就本來就會,13,7,9,13,9,13,10
所以就去看有什麼可以學習的,13,7,9,13,9,13,10
喔就當幹部或工人這樣子,13,7,9,13,9,13,10
對啊,13,7,9,13,9,13,10
你說,13,7,9,13,9,13,10
喔今年才改成一學期的,13,7,9,13,9,13,10
之前都是為了讓,13,7,9,13,9,13,10
他好想就是想要讓,13,7,9,13,9,13,10
都是找自己成大內部的,13,7,9,13,9,13,10
就是為了讓更多人可以學到,13,7,9,13,9,13,10
就是享受攝影的樂趣,13,7,9,13,9,13,10
所以他才招那個,13,7,9,13,9,13,10
可是現在變成一學期的課之後,13,7,9,13,9,13,10
就是你要有興趣才會去,13,7,9,13,9,13,10
